LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
노보텔 앰배서더 수원,경기,수원시,해시 호텔,224012,253300,287,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N
타소스호텔,경기,수원시,"이비스앰배서더수원, 실크로드호텔, 호텔 아르떼, 호텔리츠, 수원 호텔 가덴",87225,83103,42,Y,N,N,Y,N,N,N,N,N,Y,N
로얄프라임호텔,경기,수원시,없음,73993,73186,65,Y,N,N,N,N,N,N,N,N,N,N
호텔 아르떼,경기,수원시,"이비스앰배서더수원, 실크로드호텔, 타소스호텔, 호텔리츠",101078,102772,54,Y,Y,Y,N,Y,N,N,N,Y,Y,N
호텔리츠,경기,수원시,"이비스앰배서더수원, 타소스호텔, 호텔 아르떼",114533,115798,45,Y,N,Y,Y,Y,N,N,Y,Y,Y,N
해시 호텔,경기,수원시,노보텔 앰배서더 수원,53719,66295,46,N,N,N,Y,N,N,N,N,N,N,N
코트야드 메리어트 수원,경기,수원시,없음,281629,303050,288,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
수원 호텔 가덴,경기,수원시,"이비스앰배서더수원, 타소스호텔",107017,136589,63,Y,N,N,N,N,N,N,N,N,N,N
더베이21 관광호텔,경기,시흥시,"빨간등대 관광호텔, 씨하이호텔",106805,126764,27,Y,N,N,N,N,N,N,N,N,N,N
빨간등대 관광호텔,경기,시흥시,"더베이21 관광호텔, 씨하이호텔",81960,78770,29,Y,N,N,N,N,N,N,N,N,N,N
시흥 서울투어리스트 호텔,경기,시흥시,없음,79754,80726,59,Y,Y,Y,Y,N,N,N,N,Y,Y,N
씨하이호텔,경기,시흥시,"더베이21 관광호텔, 빨간등대 관광호텔",102105,105805,29,Y,N,N,N,N,N,N,N,N,N,N
아우라관광호텔,경기,안산시,호텔클로버,97129,97916,70,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
IMT관광호텔,경기,안산시,없음,58067,59225,39,Y,N,N,N,N,N,N,N,N,N,N
호텔클로버,경기,안산시,아우라관광호텔,74795,80922,88,Y,N,N,Y,N,N,N,N,N,N,N
센트럴 관광호텔,경기,안양시,없음,133393,129503,52,Y,N,N,N,N,N,N,N,N,N,N
현대 블룸비스타,경기,양평군,없음,238377,232201,292,Y,Y,N,Y,Y,N,N,Y,Y,N,N
쉐르빌온천관광호텔,경기,양평군,소노휴 양평 구 소노문 양평,165344,157000,75,Y,Y,Y,Y,N,N,Y,Y,Y,N,N
여주 썬밸리 호텔,경기,여주시,없음,146061,148715,203,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
호텔 디,경기,오산시,없음,105034,92543,59,Y,N,N,Y,N,N,N,N,N,N,N
얼레이,경기,용인시,없음,102725,100421,100,Y,Y,N,N,N,N,N,N,Y,N,N
아스트로,경기,용인시,없음,105373,111683,94,Y,N,Y,Y,Y,N,N,N,Y,Y,N
소설스미스 호텔,경기,용인시,없음,73179,69162,35,Y,N,N,N,N,N,N,N,N,N,N
제이비스(JBIS) 호텔,경기,의정부시,의정부 라트리 호텔(Uijeongbu La Tree Hotel),112816,109879,58,Y,N,Y,Y,N,N,N,N,N,N,N
의정부 라트리 호텔(Uijeongbu La Tree Hotel),경기,의정부시,제이비스(JBIS) 호텔,86322,97822,58,Y,N,Y,Y,N,N,N,N,N,Y,N
호텔 미란다,경기,이천시,호텔더클래스,87838,92862,190,Y,N,N,Y,N,Y,Y,Y,N,N,N
호텔더클래스,경기,이천시,호텔 미란다,107471,104977,72,Y,Y,Y,Y,N,N,Y,Y,N,Y,N
호텔시에나,경기,파주시,없음,135035,134476,100,Y,N,Y,Y,N,N,N,N,Y,Y,N
골든힐 관광호텔,경기,파주시,없음,80111,82936,80,Y,Y,Y,Y,N,N,N,N,N,N,N
평택스테이관광호텔,경기,평택시,없음,106127,96779,70,N,Y,Y,Y,Y,N,N,N,Y,Y,N
평택 메트로폴 호텔,경기,평택시,없음,88000,86161,50,Y,N,N,Y,N,N,N,N,N,N,N
호텔 갤러리,경기,포천시,없음,133181,126651,52,Y,Y,Y,Y,N,N,N,N,N,N,N
신라스테이 동탄,경기,화성시,"동탄 라마다, 스타즈호텔 프리미어동탄, 어반스테이 동탄",138477,150293,286,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
롤링힐스 호텔,경기,화성시,없음,276513,287780,228,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
베니키아 더에이치 호텔,경기,화성시,없음,173987,175127,90,Y,Y,Y,N,Y,N,N,N,Y,Y,N
호텔 푸르미르,경기,화성시,없음,93570,135967,239,Y,Y,Y,Y,N,N,N,N,Y,Y,N
엘가관광호텔,경기,화성시,없음,70177,70492,73,Y,N,N,N,N,N,N,N,N,N,N
목포 샹그리아비치,전라,목포시,없음,136247,138775,71,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔마띠유여수,전라,여수시,"소노캄 여수, 여수 유탑 마리나 호텔 리조트, 여수 베네치아 호텔&리조트, H·S관광호텔, 더 엘 관광호텔(THE L HOTEL), 신라스테이 여수",94290,102456,43,Y,Y,Y,Y,N,N,N,N,Y,Y,N
나르샤관광호텔,전라,여수시,베니키아호텔여수,123616,123924,44,Y,N,N,Y,N,N,N,N,Y,Y,N
H·S관광호텔,전라,여수시,"소노캄 여수, 여수 유탑 마리나 호텔 리조트, 여수 베네치아 호텔&리조트, 호텔마띠유여수, 신라스테이 여수",104286,116248,49,Y,N,Y,Y,N,Y,N,N,Y,Y,N
유캐슬호텔,전라,여수시,없음,107253,110522,78,Y,Y,Y,Y,Y,N,Y,Y,N,N,N
베니키아호텔여수,전라,여수시,나르샤관광호텔,129656,133425,50,Y,N,Y,Y,N,N,N,N,N,Y,N
더 엘 관광호텔(THE L HOTEL),전라,여수시,"호텔마띠유여수, 호텔 케니 여수",112758,128215,35,Y,N,N,N,N,N,N,N,N,N,N
벨메르 바이 한화호텔앤드리조트,전라,여수시,없음,234422,258724,100,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
한옥호텔 오동재,전라,여수시,없음,174659,185476,40,Y,Y,Y,N,N,N,N,N,N,N,N
베니키아 노블 호텔,서울,종로구,"센터마크호텔, 호텔이비스앰배서더인사동, 신라스테이광화문, 호텔아트리움, 호텔쿠레타케소, 나인트리프리미어호텔인사동, 목시 서울 인사동 호텔, 오라카이대학로호텔, 종로 pop2, 종로 호텔팝 리즈 프리미어, 종로 pop3",71445,73717,33,Y,N,Y,Y,N,N,N,N,N,Y,N
라테라스 코브 스위트,전라,여수시,여수 호텔 jcs,206272,254527,34,Y,N,Y,Y,N,Y,N,Y,N,N,N
르그랑블루,전라,여수시,없음,204339,236068,18,Y,N,Y,Y,N,N,N,N,N,N,N
베네치아관광호텔,전라,순천시,없음,122214,158902,61,Y,Y,Y,N,N,N,N,N,N,N,N
에코그라드관광호텔,전라,순천시,없음,133938,194370,104,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N
호텔아이엠,전라,순천시,없음,76529,80642,29,Y,N,Y,N,N,N,N,N,Y,Y,N
해남남도호텔,전라,해남군,없음,83281,82578,50,Y,N,N,N,N,N,N,N,N,N,N
쏠비치 호텔 진도,전라,진도군,없음,252687,252920,576,Y,Y,Y,Y,N,Y,Y,Y,N,N,N
라한호텔 전주,전라,전주시,"전주관광호텔, 로니관광호텔, 나비잠 한옥호텔",182366,247631,195,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N
전주관광호텔,전라,전주시,"라한호텔 전주, 전주영화호텔, 로니관광호텔, 나비잠 한옥호텔",67898,73546,32,Y,N,Y,N,N,N,N,N,Y,Y,N
전주영화호텔,전라,전주시,"전주관광호텔, 로니관광호텔, 나비잠 한옥호텔",111220,136148,71,Y,Y,N,Y,N,N,N,N,Y,Y,N
로니관광호텔,전라,전주시,"라한호텔 전주, 전주관광호텔, 전주영화호텔, 나비잠 한옥호텔",81223,93053,81,Y,Y,Y,Y,N,N,N,N,Y,Y,N
그랜드힐스턴호텔,전라,전주시,없음,116247,112825,90,Y,Y,N,Y,N,N,N,N,N,N,N
나비잠 한옥호텔,전라,전주시,"라한호텔 전주, 전주관광호텔, 전주영화호텔, 로니관광호텔",75897,75250,19,Y,N,N,Y,N,N,N,N,N,N,N
라마다 군산,전라,군산시,없음,130538,136082,137,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
웨스턴라이프호텔,전라,익산시,없음,166773,200137,155,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
정읍 호텔로얄,전라,정읍시,없음,125874,135780,21,Y,N,Y,Y,N,N,N,N,Y,Y,N
스위트호텔남원,전라,남원시,없음,236900,283175,59,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N
오헤브데이 호텔,전라,남원시,없음,196652,216479,77,Y,Y,Y,Y,N,N,N,N,Y,Y,N
신라스테이 천안,충청,천안시,천안 티포인트,120993,130594,305,Y,Y,Y,N,Y,N,N,N,Y,Y,N
천안 메트로 호텔,충청,천안시,"천안관광호텔, 천안 넘버25 천안역점, 천안 벨리노",66343,72399,50,Y,N,N,N,Y,N,N,N,N,N,N
천안 티포인트,충청,천안시,신라스테이 천안,101091,101819,51,Y,N,N,Y,N,N,N,N,N,Y,N
천안관광호텔,충청,천안시,"천안 메트로 호텔, 천안 넘버25 천안역점, 천안 벨리노",83121,86262,56,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
온양 관광호텔,충청,아산시,없음,94928,98627,175,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
디엠프레스호텔,충청,서구,없음,92056,93095,66,Y,N,Y,Y,N,N,N,N,N,N,N
롯데시티호텔대전,충청,유성구,"ICC호텔, 호텔오노마 대전 오토그래프컬렉션",158611,183689,306,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
유성호텔,충청,유성구,"계룡스파텔, 대전 유성 비앤비, 대전 유성 메이호텔",200649,192764,189,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
테크노밸리 호텔,충청,유성구,"호텔 스카이파크 대전 1호점, 베니키아 테크노밸리 호텔, 에스앤나봄호텔",105478,105506,74,Y,N,Y,Y,N,N,N,N,Y,N,N
ICC호텔,충청,유성구,"롯데시티호텔대전, 호텔오노마 대전 오토그래프컬렉션",122250,129246,70,Y,Y,Y,Y,N,N,N,N,Y,Y,N
계룡스파텔,충청,유성구,"유성호텔, 대전 유성 비앤비, 대전 유성 메이호텔",168971,168010,2,N,Y,N,N,N,N,N,Y,N,N,N
대림호텔(베니키아호텔대림),충청,중구,없음,61804,62543,44,Y,N,Y,Y,N,N,N,N,Y,Y,N
그린트리인 서귀포(그랜드밀리언스),제주,서귀포시,"이스턴 호텔 제주, 신신호텔 제주월드컵",45233,56642,305,Y,Y,Y,N,N,N,N,N,Y,Y,N
더베스트제주성산,제주,서귀포시,"브라운 스위트 제주, 골든튤립제주성산, 코델리아s 호텔 앤 리조트, 플레이스 캠프 제주",76811,83605,273,Y,Y,Y,N,Y,Y,N,N,Y,Y,N
골든데이지호텔서귀포오션,제주,서귀포시,"오션팰리스, 호텔 케니 서귀포, 신신호텔 서귀포점, 카사로마 호텔, 제주 노블피아 호텔, 헤이, 서귀포, 신신호텔 천지연",67719,73330,281,Y,N,Y,Y,N,N,N,N,Y,Y,N
이스턴 호텔 제주,제주,서귀포시,"그린트리인 서귀포(그랜드밀리언스), 신신호텔 제주월드컵",53276,63877,205,Y,Y,N,N,Y,N,N,N,Y,Y,N
라마다제주시티,제주,제주시,없음,99725,132697,357,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
라마다제주함덕,제주,제주시,오션그랜드호텔,119826,141779,300,Y,Y,Y,Y,Y,N,N,N,Y,N,Y
라마다프라자제주,제주,제주시,"라마다프라자제주호텔, 제주 리젠트마린 더 블루, 휘슬락, 오션 스위츠 제주 호텔",201093,243578,400,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N
신신호텔 제주공항,제주,제주시,"롯데호텔 제주, 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 어반아일랜드호텔, 호텔 시리우스, 베스트웨스턴 제주호텔, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 호텔위드제주, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동, 벤티모 호텔 앤 레지던스 제주",106753,104896,209,Y,Y,Y,Y,N,N,N,N,Y,Y,N
제주 리젠트마린 더 블루,제주,제주시,"라마다프라자제주호텔, 라마다프라자제주, 휘슬락, 오션 스위츠 제주 호텔",95707,114704,327,Y,Y,Y,Y,N,Y,N,N,Y,Y,N
베스트웨스턴 제주,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 제주 센트럴 시티, 호텔위드제주, 노형호텔, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",86580,110124,363,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
브라운 스위트 제주,제주,서귀포시,"더베스트제주성산, 골든튤립제주성산, 코델리아s 호텔 앤 리조트, 플레이스 캠프 제주",112093,92545,215,Y,N,Y,N,N,N,N,N,N,Y,N
제주 센트럴 시티,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 아이진호텔, 신라스테이제주, 호텔더원, 어반아일랜드호텔, 호텔 시리우스, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 글로스터 제주, 호텔위드제주, 노형호텔, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",93712,120172,240,Y,Y,N,N,N,N,N,N,Y,Y,N
골든튤립제주성산,제주,서귀포시,"더베스트제주성산, 브라운 스위트 제주, 코델리아s 호텔 앤 리조트, 플레이스 캠프 제주",104241,103271,252,Y,Y,Y,N,N,Y,N,N,Y,Y,N
오션팰리스,제주,서귀포시,"골든데이지호텔서귀포오션, 호텔 케니 서귀포, 신신호텔 서귀포점, 카사로마 호텔, 파크 선샤인 제주, 제주 노블피아 호텔, 호텔 화인, 헤이, 서귀포, 신신호텔 천지연",93738,90235,257,Y,Y,Y,Y,N,N,N,N,N,Y,N
코업시티성산,제주,서귀포시,없음,99568,110051,191,Y,Y,Y,Y,N,N,N,N,Y,Y,N
글로스터 제주,제주,제주시,"롯데호텔 제주, 엠버호텔, 롯데시티호텔 제주, 아이진호텔, 신라스테이제주, 호텔더원, 어반아일랜드호텔, 호텔 시리우스, 신신호텔 제주공항, 제주 센트럴 시티, 호텔위드제주, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동, 벤티모 호텔 앤 레지던스 제주",90516,99111,464,Y,Y,Y,Y,N,N,N,N,Y,Y,N
호텔위드제주,제주,제주시,"롯데호텔 제주, 엠버시티호텔(구.아이비호텔), 엠버호텔, 롯데시티호텔 제주, 신라스테이제주, 호텔더원, 그랜드하얏트 제주, 베스트웨스턴 제주호텔, 신신호텔 제주공항, 베스트웨스턴 제주, 제주 센트럴 시티, 글로스터 제주, 노형호텔, 호텔 위드스테이 제주, 위드시티호텔, 아시아호텔 제주, 호텔 앨리스 앤 트렁크, 호텔 레오 제주, 호텔 스카이파크 제주 1호점, 어반스테이 제주연동",77057,78603,295,Y,Y,Y,Y,N,N,N,N,N,Y,N
휘슬락,제주,제주시,"라마다프라자제주호텔, 라마다프라자제주, 제주 리젠트마린 더 블루, 오션 스위츠 제주 호텔",94598,115274,349,Y,Y,N,Y,Y,Y,N,N,Y,Y,N
호텔 케니 서귀포,제주,서귀포시,"골든데이지호텔서귀포오션, 오션팰리스, 신신호텔 서귀포점, 카사로마 호텔, 제주 노블피아 호텔, 헤이, 서귀포, 신신호텔 천지연",49602,50343,324,Y,Y,Y,N,N,N,N,N,Y,Y,N
호텔 케니 여수,전라,여수시,더 엘 관광호텔(THE L HOTEL),117728,124928,178,Y,Y,Y,Y,N,N,N,N,N,N,N
강릉세인트존스경포,강원,강릉시,없음,199704,220313,1091,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
더잭슨나인스,강원,춘천시,없음,141984,141466,391,Y,Y,Y,Y,N,Y,N,Y,Y,N,N
켄트호텔 광안리 바이 켄싱턴,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 부산 호텔 마레, 광안리 투헤븐, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",175123,193635,89,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
호텔 크레토,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 베스트웨스턴호텔국도, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",123657,157977,35,N,Y,Y,Y,N,N,N,N,Y,Y,N
24게스트하우스 명동타운점,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 프레이저플레이스남대문, 이비스 스타일 앰배서더 서울 명동, 호텔 크레토, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 레스케이프 호텔, 밀리오레 서울 명동, 라마다호텔앤스위트서울남대문, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",73930,89553,18,N,N,Y,Y,N,N,N,N,N,Y,N
호텔 더 디자이너스 동대문,서울,중구,"서울신라호텔, JW메리어트동대문스퀘어, 호텔 PJ, 베스트웨스턴호텔국도, 써미트호텔, 베이튼호텔, 소테츠호텔즈 더 스프라지르 서울 동대문, 에이큐브 호텔, 트레블로지 동대문 호텔, 노보텔 앰배서더 서울 동대문 호텔, 나인트리 호텔 동대문, 라마다서울동대문, 호텔스카이파크 킹스타운 동대문",103366,139762,99,Y,Y,Y,N,N,N,N,N,N,N,N
솔라리아 니시테츠 호텔 서울 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",189660,264134,312,N,N,Y,Y,N,N,N,N,Y,Y,N
